"month","factor1","factor2","factor3"
2010-01-29,-0.0029421372767942,0.00797389661417233,-0.000460642181771173
2010-02-26,0.0149873034722168,-0.00380740993470285,0.0121327623092775
2010-03-31,0.011955907357958,0.0192771867482837,0.0134441786731598
2010-04-30,0.00324173380928597,0.00074974398210767,0.0110029657349579
2010-05-31,0.00990059195116307,0.00142267487766168,-0.0128252744081497
2010-06-30,0.0126613320994232,-0.00239417727293818,0.0231349413271889
2010-07-30,0.00224137961084404,-0.00229748785638727,0.0228731713880667
2010-08-31,0.00717132427738598,-0.000360785432122995,-0.00583201511174278
2010-09-30,0.00902131114761992,0.00890471773338529,0.041433406895972
2010-10-29,0.00760153478803285,0.00412423649888637,0.0250850854066541
2010-11-30,0.000544320586496473,0.00400638529060931,0.0221735141304178
2010-12-30,-0.000939063782201766,-0.00167553952030996,0.0630925430977168
2011-01-31,0.0208926616572235,0.0115348195671636,0.00252016491414305
2011-02-28,-0.00275230069946073,-0.0111235055025687,0.0338157077841959
2011-03-31,0.0028908343970907,0.00357999044422157,0.00819434726308433
2011-04-29,0.00673844114159563,-0.0060585948548428,-0.00548728326580022
2011-05-31,0.00326926497962482,-0.010890914179799,0.00453160295142163
2011-06-30,-0.0080369032375819,-0.00377274513661433,0.00575927614678249
2011-07-29,-0.0116529052136119,-0.027658684014154,-0.0257775542554514
2011-08-31,0.000874014550225559,-0.00162349357350725,-0.0565846905638515
2011-09-30,-0.0099381638570031,-0.0243638294966049,-0.0345789139937694
2011-10-31,-0.0118220553744817,0.00884338380973207,0.0023654130080458
2011-11-30,-0.0157870606538973,-0.025847858526507,-0.00858117473878434
2011-12-30,-0.00880912756942329,0.000559576338495797,0.00576353737636729
2012-01-31,0.00825647362069415,0.0221654839549972,0.022821562749767
2012-02-29,0.0175063220104418,0.00133065292607679,0.0299592991755339
2012-03-30,0.00385428501698969,-0.00182181231075609,-0.0326600108390648
2012-04-30,0.0128209355383454,0.00232548986879768,-0.00109276401800414
2012-05-31,-0.0104617236395198,-0.049124964453637,-0.00389029535464371
2012-06-29,0.00766178118887175,0.00273691692435014,0.0066519650584147
2012-07-31,0.000164378309511282,-0.0198334569261053,0.0118831013261647
2012-08-31,-0.00511043712101301,-0.00536413897220325,-0.0152282192109679
2012-09-28,0.00614328998650991,0.000543296523306484,0.015688692421448
2012-10-31,-0.00786702057764203,-0.0123768040008752,0.013654039473391
2012-11-30,-0.00987382520535165,-0.00228201828502938,-0.00206352248558599
2012-12-28,0.009988036876611,0.00613934400353724,-0.0310745758118785
2013-01-31,-0.0245003560646924,0.00068659178191188,0.0143829645637494
2013-02-28,0.00327646745163217,-0.00778601948121973,-0.0112718154372583
2013-03-28,-0.00142167073368741,0.00950079611051161,-0.00383524516905251
2013-04-30,0.000299066799987917,0.00440406726740529,0.00938061986424187
2013-05-31,-0.00921690961443475,0.00638651065664744,-0.0299491870990923
2013-06-28,-0.0282346091530833,-0.012917115509268,-0.0062383256075361
2013-07-31,-0.00452534115599335,0.00741329722223309,0.0762047298804073
2013-08-30,-0.0124948607271196,0.00119332522994523,0.00733303773184384
2013-09-30,0.0140324333925863,0.00721466003257264,-0.0443010400218496
2013-10-31,0.00441600962406201,0.0108747905423911,0.0243964310666784
2013-11-29,0.00624329691535302,-0.00576317415798484,0.0303426627111626
2013-12-30,0.00925228544983409,0.00243393871058803,0.0114230830196952
2014-01-31,0.00570287768403469,0.0235702503395637,-0.0294010111342826
2014-02-28,-0.0148857531835951,-0.00421487285053723,-0.00355329320356831
2014-03-31,0.00136790302937308,0.00222078907534095,-0.0145918823964289
2014-04-30,0.00928981021698144,0.00326121925847315,0.0134910980350817
2014-05-30,0.00131984905935982,0.00330549017457664,0.0172665629593926
2014-06-30,0.00709618146666983,0.0031215902889254,0.00856447118338687
2014-07-31,-0.00924429186832324,-0.00257995632016413,0.0291930592197759
2014-08-29,-0.00419647849431321,-0.00716954463902569,-0.000252125218866608
2014-09-30,-0.00302329613932743,0.00646369803137952,-0.00115167855551138
2014-10-31,-0.00525657973458484,-0.00623289804121119,-0.00166384368122496
2014-11-28,0.00742142997778791,-0.00188037512886837,0.0175598869405515
2014-12-30,0.00859180467407377,-0.0130518407663676,0.0204886973104997
2015-01-30,0.00238381932733389,0.00471953166449426,0.0129629889442902
2015-02-27,-0.0162888606498933,0.0135300002808261,0.0396395587209843
2015-03-31,0.0341230497463906,0.00123359372215697,-0.0173629206437989
2015-04-30,-0.000109220271538661,-0.00753859881070504,0.00674372905970254
2015-05-29,-0.0120159114047693,-0.00686691164814238,-0.00591351407834058
