"month","factor1","factor2","factor3","factor4","factor5"
2016-04-29,0.119977327163254,0.00857518251955786,0.119977327163254,0.119977327163254,0.119977327163254
2016-05-31,0.148413736953705,0.0158317835896108,0.148413736953705,0.148413736953705,0.148413736953705
2016-06-30,0.193832870672491,0.0201147428650713,0.193832870672491,0.193832870672491,0.193832870672491
2016-07-29,0.129509430284988,0.0431496084818948,0.129509430284988,0.129509430284988,0.129509430284988
2016-08-31,0.128046765925783,-0.00718173861943332,0.128046765925783,0.128046765925783,0.128046765925783
2016-09-30,0.0985850362475599,0.0174335531586699,0.0985850362475599,0.0985850362475599,0.0985850362475599
2016-10-31,0.0867830792994362,0.00382703530473209,0.0867830792994362,0.0867830792994362,0.0867830792994362
2016-11-30,0.0861678911757063,-0.0177516375689809,0.0861678911757063,0.0861678911757063,0.0861678911757063
2016-12-30,0.102756829578426,0.00921220906253108,0.102756829578426,0.102756829578426,0.102756829578426
2017-01-31,0.111841520309489,0.0393032801254114,0.111841520309489,0.111841520309489,0.111841520309489
2017-02-28,0.0923789641150052,0.0156088139960167,0.0923789641150052,0.0923789641150052,0.0923789641150052
2017-03-31,0.103603000412364,0.0150026964888012,0.103603000412364,0.103603000412364,0.103603000412364
2017-04-28,0.0995954001663876,0.00673246804563195,0.0995954001663876,0.0995954001663876,0.0995954001663876
2017-05-31,0.105084326770771,0.00924384426787043,0.105084326770771,0.105084326770771,0.105084326770771
2017-06-30,0.0989878170589968,0.0122735788618022,0.0989878170589968,0.0989878170589968,0.0989878170589968
2017-07-31,0.0826315646081556,0.0212270563320774,0.0826315646081556,0.0826315646081556,0.0826315646081556
2017-08-31,0.0763718735979591,0.00685730850859456,0.0763718735979591,0.0763718735979591,0.0763718735979591
2017-09-29,0.142706598837447,0.0518009067966356,0.142706598837447,0.142706598837447,0.142706598837447
2017-10-31,0.0865544883701902,0.00862251655736419,0.0865544883701902,0.0865544883701902,0.0865544883701902
2017-11-30,0.0674065015592328,0.000118317192007835,0.0674065015592328,0.0674065015592328,0.0674065015592328
2017-12-29,0.0855334508636233,-0.00262792782375517,0.0855334508636233,0.0855334508636233,0.0855334508636233
2018-01-31,0.0634367795603916,-0.000173272312470449,0.0634367795603916,0.0634367795603916,0.0634367795603916
2018-02-28,0.0560690557669378,0.00159781769853936,0.0560690557669378,0.0560690557669378,0.0560690557669378
2018-03-29,0.0651338948653978,-0.00928274570783486,0.0651338948653978,0.0651338948653978,0.0651338948653978
2018-04-30,0.0670583644140802,-0.0130540507682704,0.0670583644140802,0.0670583644140802,0.0670583644140802
2018-05-31,0.0806791474106702,0.00553129092983257,0.0806791474106702,0.0806791474106702,0.0806791474106702
2018-06-29,0.0673770654691903,0.00351240310620245,0.0673770654691903,0.0673770654691903,0.0673770654691903
2018-07-31,0.063887369802414,0.0130964043741307,0.063887369802414,0.063887369802414,0.063887369802414
2018-08-31,0.0759294407722257,0.00764527405855058,0.0759294407722257,0.0759294407722257,0.0759294407722257
2018-09-28,0.0755050653029521,0.00489963684907874,0.0755050653029521,0.0755050653029521,0.0755050653029521
2018-10-31,0.0836420031516617,0.0149388357460686,0.0836420031516617,0.0836420031516617,0.0836420031516617
2018-11-30,0.0709424548400143,0.0173096482813668,0.0709424548400143,0.0709424548400143,0.0709424548400143
2018-12-28,0.0764522078951355,0.00598547516002171,0.0764522078951355,0.0764522078951355,0.0764522078951355
2019-01-31,0.0586108750277442,0.0107278719407093,0.0586108750277442,0.0586108750277442,0.0586108750277442
2019-02-28,0.0694730483006533,0.0103497991832118,0.0694730483006533,0.0694730483006533,0.0694730483006533
2019-03-29,0.0541464403371882,0.00265344326953584,0.0541464403371882,0.0541464403371882,0.0541464403371882
2019-04-30,0.0850754179364658,0.0303926949382831,0.0850754179364658,0.0850754179364658,0.0850754179364658
2019-05-31,0.0633987198900878,0.0165393674399988,0.0633987198900878,0.0633987198900878,0.0633987198900878
2019-06-28,0.0612288572080348,-0.00621049554958344,0.0612288572080348,0.0612288572080348,0.0612288572080348
2019-07-31,0.0521553529381711,0.00148625903130898,0.0521553529381711,0.0521553529381711,0.0521553529381711
2019-08-30,0.0665706864898241,0.0150620044767514,0.0665706864898241,0.0665706864898241,0.0665706864898241
2019-09-30,0.0863073257182215,0.0122814301164353,0.0863073257182215,0.0863073257182215,0.0863073257182215
2019-10-31,0.0720264156943296,-0.0058513876828919,0.0720264156943296,0.0720264156943296,0.0720264156943296
2019-11-29,0.0559141752835837,0.00489908533937958,0.0559141752835837,0.0559141752835837,0.0559141752835837
2019-12-30,0.0780427979677435,0.0167009863260202,0.0780427979677435,0.0780427979677435,0.0780427979677435
2020-01-31,0.0712858339630528,0.00459723491904115,0.0712858339630528,0.0712858339630528,0.0712858339630528
2020-02-28,0.058952030717881,-0.00464368743461317,0.058952030717881,0.058952030717881,0.058952030717881
2020-03-31,0.062318204477325,-0.00265583205858825,0.062318204477325,0.062318204477325,0.062318204477325
2020-04-30,0.0737538325606636,0.0073303196740238,0.0737538325606636,0.0737538325606636,0.0737538325606636
2020-05-29,0.0587132776318155,0.00730934794335723,0.0587132776318155,0.0587132776318155,0.0587132776318155
2020-06-30,0.0743266911407303,-0.00103097048482249,0.0743266911407303,0.0743266911407303,0.0743266911407303
2020-07-31,0.064699771240396,0.00718087165756764,0.064699771240396,0.064699771240396,0.064699771240396
2020-08-31,0.0634550766551173,0.00449219178856648,0.0634550766551173,0.0634550766551173,0.0634550766551173
2020-09-30,0.0698511843546293,-0.00291235106511167,0.0698511843546293,0.0698511843546293,0.0698511843546293
2020-10-30,0.085684820873473,-0.014433730339783,0.085684820873473,0.085684820873473,0.085684820873473
2020-11-30,0.0525785082134116,0.00881030000664438,0.0525785082134116,0.0525785082134116,0.0525785082134116
2021-01-29,0.0705272221170094,0.0211457072789604,0.0705272221170094,0.0705272221170094,0.0705272221170094
2021-02-26,0.0736630109695039,0.0123415471820047,0.0736630109695039,0.0736630109695039,0.0736630109695039
2021-03-31,0.064857666584993,0.00807449024250596,0.064857666584993,0.064857666584993,0.064857666584993
2021-04-30,0.0523720178232697,0.000729805856416695,0.0523720178232697,0.0523720178232697,0.0523720178232697
2021-05-31,0.0659547228254832,-0.00206810818370088,0.0659547228254832,0.0659547228254832,0.0659547228254832
2021-06-30,0.0631729384855613,0.0155135495357713,0.0631729384855613,0.0631729384855613,0.0631729384855613
2021-07-30,0.0833670627402527,0.0229542470398195,0.0833670627402527,0.0833670627402527,0.0833670627402527
2021-09-30,0.0770029479065117,0.00111772534176117,0.0770029479065117,0.0770029479065117,0.0770029479065117
2021-10-29,0.0728477563522766,0.0175145255228445,0.0728477563522766,0.0728477563522766,0.0728477563522766
2021-11-30,0.093605175732716,-0.00832439464077357,0.093605175732716,0.093605175732716,0.093605175732716
2022-01-31,0.0845643026212653,0.0097657719696741,0.0845643026212653,0.0845643026212653,0.0845643026212653
2022-02-28,0.0636161643477907,-0.000760743405579181,0.0636161643477907,0.0636161643477907,0.0636161643477907
2022-03-31,0.0899393283371866,0.00937652169440038,0.0899393283371866,0.0899393283371866,0.0899393283371866
2022-04-29,0.0654093166477398,0.0159119210765733,0.0654093166477398,0.0654093166477398,0.0654093166477398
2022-05-31,0.0965767789395521,-0.00532455650708146,0.0965767789395521,0.0965767789395521,0.0965767789395521
2022-06-30,0.0947598435753182,0.0105071041184484,0.0947598435753182,0.0947598435753182,0.0947598435753182
2022-07-29,0.0761948488388663,0.0061466764443362,0.0761948488388663,0.0761948488388663,0.0761948488388663
2022-08-31,0.0977994865852148,0.0109949520781666,0.0977994865852148,0.0977994865852148,0.0977994865852148
2022-09-30,0.133812179203905,0.0136877256167525,0.133812179203905,0.133812179203905,0.133812179203905
2022-10-31,0.120077822552845,0.0134363682361121,0.120077822552845,0.120077822552845,0.120077822552845
2022-11-30,0.1378619975854,0.0162861707012948,0.1378619975854,0.1378619975854,0.1378619975854
2021-08-31,0.143238978846873,0.0662426518001973,0.143238978846873,0.143238978846873,0.143238978846873
2020-12-30,0.11920182131849,0.00288768579191196,0.11920182131849,0.11920182131849,0.11920182131849
2021-12-30,0.099815254411535,0.00411822804149337,0.099815254411535,0.099815254411535,0.099815254411535
2000-06-30,0.135018147442239,-0.0199093718498513,0.135018147442239,0.135018147442239,0.135018147442239
2000-07-31,0.104848915006007,0.00751337501918276,0.104848915006007,0.104848915006007,0.104848915006007
2000-08-31,0.0757307050197688,0.0108427493739647,0.0757307050197688,0.0757307050197688,0.0757307050197688
2000-09-29,0.0707811722244377,-0.0065362948650208,0.0707811722244377,0.0707811722244377,0.0707811722244377
2000-10-31,0.101515702327713,-0.0143757226351519,0.101515702327713,0.101515702327713,0.101515702327713
2000-11-30,0.0749321152071425,0.0296202109374217,0.0749321152071425,0.0749321152071425,0.0749321152071425
2000-12-29,0.0656084684413839,0.00340216283698224,0.0656084684413839,0.0656084684413839,0.0656084684413839
2001-01-31,0.0738208474351908,0.0134997137334827,0.0738208474351908,0.0738208474351908,0.0738208474351908
2001-02-28,0.064639019979048,0.00443933049544055,0.064639019979048,0.064639019979048,0.064639019979048
2001-03-30,0.077829534677679,0.00283306616977314,0.077829534677679,0.077829534677679,0.077829534677679
2001-04-30,0.0757709841219606,0.00474383771644846,0.0757709841219606,0.0757709841219606,0.0757709841219606
2003-01-31,0.0656637534928621,0.0100854857849771,0.0656637534928621,0.0656637534928621,0.0656637534928621
2003-02-28,0.0798051264816685,0.0103394780317711,0.0798051264816685,0.0798051264816685,0.0798051264816685
2003-03-31,0.0976420085174232,-0.035015528542554,0.0976420085174232,0.0976420085174232,0.0976420085174232
2003-04-30,0.0645708534521157,-0.00439225434683323,0.0645708534521157,0.0645708534521157,0.0645708534521157
2003-05-30,0.0564605147734808,0.00530874898070968,0.0564605147734808,0.0564605147734808,0.0564605147734808
2003-06-30,0.0624670267151707,-0.000169595868969179,0.0624670267151707,0.0624670267151707,0.0624670267151707
2003-07-31,0.0693397730467803,0.01799987974362,0.0693397730467803,0.0693397730467803,0.0693397730467803
2003-08-29,0.061435389999199,0.00924613673083838,0.061435389999199,0.061435389999199,0.061435389999199
2003-09-30,0.0684596448744994,0.0103274722348833,0.0684596448744994,0.0684596448744994,0.0684596448744994
2003-10-31,0.0695974473728042,0.0188935307812916,0.0695974473728042,0.0695974473728042,0.0695974473728042
2003-11-28,0.0736280419010443,-0.00829673324725838,0.0736280419010443,0.0736280419010443,0.0736280419010443
2003-12-30,0.0696828957581495,0.00259567449395772,0.0696828957581495,0.0696828957581495,0.0696828957581495
2004-01-30,0.0572593330850053,0.0100617141978339,0.0572593330850053,0.0572593330850053,0.0572593330850053
2004-02-27,0.0650987198704095,0.0174565917002733,0.0650987198704095,0.0650987198704095,0.0650987198704095
2004-03-31,0.0768748318911749,0.0128790571203182,0.0768748318911749,0.0768748318911749,0.0768748318911749
2004-04-30,0.0581895587621749,0.00360040188911692,0.0581895587621749,0.0581895587621749,0.0581895587621749
2004-05-28,0.0679882839967199,-0.00355715368887551,0.0679882839967199,0.0679882839967199,0.0679882839967199
2004-06-30,0.0899524623384327,0.00671818588613603,0.0899524623384327,0.0899524623384327,0.0899524623384327
2004-07-30,0.078918968656793,0.00230482829915024,0.078918968656793,0.078918968656793,0.078918968656793
2004-08-31,0.0730393228429385,0.0167962819726798,0.0730393228429385,0.0730393228429385,0.0730393228429385
2004-09-30,0.079484373152325,0.00954369067473154,0.079484373152325,0.079484373152325,0.079484373152325
2004-10-29,0.0661186901550072,0.0112981026370716,0.0661186901550072,0.0661186901550072,0.0661186901550072
2004-11-30,0.0767513312779195,0.0258250172527148,0.0767513312779195,0.0767513312779195,0.0767513312779195
2004-12-30,0.101271371609291,0.00413855948364992,0.101271371609291,0.101271371609291,0.101271371609291
2005-01-31,0.0673682393485458,0.00924998402919026,0.0673682393485458,0.0673682393485458,0.0673682393485458
2005-02-28,0.0681419924064081,0.00709528615931295,0.0681419924064081,0.0681419924064081,0.0681419924064081
2005-03-31,0.0811432864340262,0.00606097204520194,0.0811432864340262,0.0811432864340262,0.0811432864340262
2005-04-29,0.0620709495976067,-0.00251795039500401,0.0620709495976067,0.0620709495976067,0.0620709495976067
2005-05-31,0.0623272303562192,0.0101357435141324,0.0623272303562192,0.0623272303562192,0.0623272303562192
2005-06-30,0.0689390768298533,0.00709342007567507,0.0689390768298533,0.0689390768298533,0.0689390768298533
2005-07-29,0.0554334948051781,0.00909323619243677,0.0554334948051781,0.0554334948051781,0.0554334948051781
2005-08-31,0.0733852190164633,0.0131214365531981,0.0733852190164633,0.0733852190164633,0.0733852190164633
2005-09-30,0.075111313928894,0.0145655147083747,0.075111313928894,0.075111313928894,0.075111313928894
2005-10-31,0.0691221007128776,0.0106262760873665,0.0691221007128776,0.0691221007128776,0.0691221007128776
2005-11-30,0.0830721951572289,0.0107104451096427,0.0830721951572289,0.0830721951572289,0.0830721951572289
2005-12-30,0.0788651947636446,0.0112636645609974,0.0788651947636446,0.0788651947636446,0.0788651947636446
2006-01-31,0.0689359345736694,0.00814902897018752,0.0689359345736694,0.0689359345736694,0.0689359345736694
2006-02-28,0.116783376445377,-0.0440618919646814,0.116783376445377,0.116783376445377,0.116783376445377
2006-03-31,0.0725634843306217,0.0249390881196832,0.0725634843306217,0.0725634843306217,0.0725634843306217
2006-04-28,0.0652364482384533,0.0204966444825804,0.0652364482384533,0.0652364482384533,0.0652364482384533
2006-05-31,0.0616996897149934,0.014178850099645,0.0616996897149934,0.0616996897149934,0.0616996897149934
2006-06-30,0.0835993323603194,0.0151565752910765,0.0835993323603194,0.0835993323603194,0.0835993323603194
2006-07-31,0.0792944951860443,0.00991949357816237,0.0792944951860443,0.0792944951860443,0.0792944951860443
2006-08-31,0.0793457616683292,-0.00260454680673028,0.0793457616683292,0.0793457616683292,0.0793457616683292
2006-09-29,0.069148838655012,0.0114920826359776,0.069148838655012,0.069148838655012,0.069148838655012
2006-10-31,0.0555212814249144,-0.00175032468059551,0.0555212814249144,0.0555212814249144,0.0555212814249144
2006-11-30,0.0754447674907746,0.00185105279644591,0.0754447674907746,0.0754447674907746,0.0754447674907746
2006-12-29,0.0702372952080858,0.0107499710592604,0.0702372952080858,0.0702372952080858,0.0702372952080858
2007-01-31,0.0589612615278852,-0.00842209601947311,0.0589612615278852,0.0589612615278852,0.0589612615278852
2007-02-28,0.0588619940135976,0.00890977468311407,0.0588619940135976,0.0588619940135976,0.0588619940135976
2007-03-30,0.0650609448513988,0.0140902353194203,0.0650609448513988,0.0650609448513988,0.0650609448513988
2007-04-30,0.0597899391043268,0.0159771708071858,0.0597899391043268,0.0597899391043268,0.0597899391043268
2007-05-31,0.0761334079667342,0.0179705232107912,0.0761334079667342,0.0761334079667342,0.0761334079667342
2007-06-29,0.053338903676442,0.00863982783824766,0.053338903676442,0.053338903676442,0.053338903676442
2007-07-31,0.0726920781461985,-0.00233900105605577,0.0726920781461985,0.0726920781461985,0.0726920781461985
2007-08-31,0.0634405999204986,0.0111576311782925,0.0634405999204986,0.0634405999204986,0.0634405999204986
2007-09-28,0.0642311554835018,0.00818038491564062,0.0642311554835018,0.0642311554835018,0.0642311554835018
2007-10-31,0.0657761826251616,0.000800200271319236,0.0657761826251616,0.0657761826251616,0.0657761826251616
2007-11-30,0.0700324686516494,0.0147672159539789,0.0700324686516494,0.0700324686516494,0.0700324686516494
2007-12-28,0.084729791963449,0.0355452437356188,0.084729791963449,0.084729791963449,0.084729791963449
2008-01-31,0.0780409926266304,-0.00203509738138179,0.0780409926266304,0.0780409926266304,0.0780409926266304
2008-02-29,0.071129441900902,0.00667928763126311,0.071129441900902,0.071129441900902,0.071129441900902
2008-03-31,0.0667671911918747,0.0208039971119044,0.0667671911918747,0.0667671911918747,0.0667671911918747
2008-04-30,0.0683640021884583,-0.00875406033657771,0.0683640021884583,0.0683640021884583,0.0683640021884583
2008-05-30,0.0581099746293086,0.0286517396302257,0.0581099746293086,0.0581099746293086,0.0581099746293086
2008-06-30,0.0661791611793481,-0.00231658101751284,0.0661791611793481,0.0661791611793481,0.0661791611793481
2008-07-31,0.0559671655091233,0.00651607393790228,0.0559671655091233,0.0559671655091233,0.0559671655091233
2008-08-29,0.0702906555012646,0.0235675154092506,0.0702906555012646,0.0702906555012646,0.0702906555012646
2008-09-30,0.0997494730809613,0.0256077545908043,0.0997494730809613,0.0997494730809613,0.0997494730809613
2008-10-31,0.0773118612632756,0.00877358357051563,0.0773118612632756,0.0773118612632756,0.0773118612632756
2008-11-28,0.0795235173735038,-0.00654842138299408,0.0795235173735038,0.0795235173735038,0.0795235173735038
2008-12-30,0.0708552958992062,-0.00101225551923266,0.0708552958992062,0.0708552958992062,0.0708552958992062
2009-01-30,0.0601403025206737,0.00118566368412994,0.0601403025206737,0.0601403025206737,0.0601403025206737
2009-02-27,0.0772306101622584,0.000143244650737425,0.0772306101622584,0.0772306101622584,0.0772306101622584
2009-03-31,0.0737514544258043,0.00723951108841795,0.0737514544258043,0.0737514544258043,0.0737514544258043
2009-04-30,0.0635761905949009,0.00269134668665614,0.0635761905949009,0.0635761905949009,0.0635761905949009
2009-05-29,0.071287724855559,0.0136647193832251,0.071287724855559,0.071287724855559,0.071287724855559
2009-06-30,0.0605712664579162,0.00833280568510449,0.0605712664579162,0.0605712664579162,0.0605712664579162
2009-07-31,0.0573594551417639,0.00985915153827078,0.0573594551417639,0.0573594551417639,0.0573594551417639
2009-08-31,0.0753105176919292,0.00585955113077731,0.0753105176919292,0.0753105176919292,0.0753105176919292
2009-09-30,0.0723413946870727,0.00363283974096325,0.0723413946870727,0.0723413946870727,0.0723413946870727
2009-10-30,0.0577522317352337,0.0109141666973021,0.0577522317352337,0.0577522317352337,0.0577522317352337
2009-11-30,0.0635052448807248,0.0213813818292948,0.0635052448807248,0.0635052448807248,0.0635052448807248
2009-12-30,0.0698032666870287,0.0114948484231642,0.0698032666870287,0.0698032666870287,0.0698032666870287
2010-01-29,0.0590258360058656,0.00743108569387999,0.0590258360058656,0.0590258360058656,0.0590258360058656
2010-02-26,0.0626672348207446,0.00184225594045528,0.0626672348207446,0.0626672348207446,0.0626672348207446
2010-03-31,0.0672959475139358,0.00576228403728085,0.0672959475139358,0.0672959475139358,0.0672959475139358
2010-04-30,0.0582778804395127,-0.0012318093470355,0.0582778804395127,0.0582778804395127,0.0582778804395127
2010-05-31,0.0589239710626353,-0.00517550990255685,0.0589239710626353,0.0589239710626353,0.0589239710626353
2010-06-30,0.0585925065456751,-0.00176441798638502,0.0585925065456751,0.0585925065456751,0.0585925065456751
2010-07-30,0.0618897856880356,0.0200712764615576,0.0618897856880356,0.0618897856880356,0.0618897856880356
2010-08-31,0.0798089379122314,-0.000497173299296614,0.0798089379122314,0.0798089379122314,0.0798089379122314
2010-09-30,0.0618894916376231,0.000475395438991867,0.0618894916376231,0.0618894916376231,0.0618894916376231
2010-10-29,0.0958039661946723,-0.0328945163494763,0.0958039661946723,0.0958039661946723,0.0958039661946723
2010-11-30,0.0710310595297639,0.0154310643992115,0.0710310595297639,0.0710310595297639,0.0710310595297639
2010-12-30,0.0619706329749268,-0.00605500051903436,0.0619706329749268,0.0619706329749268,0.0619706329749268
2011-01-31,0.058159197277706,-0.00475439992198972,0.058159197277706,0.058159197277706,0.058159197277706
2011-02-28,0.0617593653570855,0.0179718294809137,0.0617593653570855,0.0617593653570855,0.0617593653570855
2011-03-31,0.0755383574112655,0.0185187223280895,0.0755383574112655,0.0755383574112655,0.0755383574112655
2011-04-29,0.0606841896652832,-0.00248649948909356,0.0606841896652832,0.0606841896652832,0.0606841896652832
2011-05-31,0.0653183957233697,0.00925940890004965,0.0653183957233697,0.0653183957233697,0.0653183957233697
2011-06-30,0.072225109037291,-0.0050296244923616,0.072225109037291,0.072225109037291,0.072225109037291
2011-07-29,0.0593726862117486,0.00675389396882682,0.0593726862117486,0.0593726862117486,0.0593726862117486
2011-08-31,0.0802759039739329,-0.00396313689751667,0.0802759039739329,0.0802759039739329,0.0802759039739329
2001-05-31,0.07193270131212,-0.00236445174933815,0.07193270131212,0.07193270131212,0.07193270131212
2001-06-29,0.0674084980033141,-0.0129822219410836,0.0674084980033141,0.0674084980033141,0.0674084980033141
2001-07-31,0.0624610844585303,0.0122279264473329,0.0624610844585303,0.0624610844585303,0.0624610844585303
2001-08-31,0.0736206427669553,0.00831043131489948,0.0736206427669553,0.0736206427669553,0.0736206427669553
2001-09-28,0.0635208702020799,0.00621057056520284,0.0635208702020799,0.0635208702020799,0.0635208702020799
2001-10-31,0.0731492194855215,0.0151069605506491,0.0731492194855215,0.0731492194855215,0.0731492194855215
2001-11-30,0.0932508098155504,-0.000380773926902836,0.0932508098155504,0.0932508098155504,0.0932508098155504
2001-12-28,0.0646658007672846,0.00664085485824956,0.0646658007672846,0.0646658007672846,0.0646658007672846
2002-01-31,0.0824470885230116,0.00807129981971933,0.0824470885230116,0.0824470885230116,0.0824470885230116
2002-02-28,0.0738193048669847,-0.00223897162863046,0.0738193048669847,0.0738193048669847,0.0738193048669847
2002-03-28,0.0582160204280442,0.0120134969505229,0.0582160204280442,0.0582160204280442,0.0582160204280442
2002-04-30,0.0803064283449554,0.0161382931130117,0.0803064283449554,0.0803064283449554,0.0803064283449554
2002-05-31,0.0815599687855261,-0.00210834732017571,0.0815599687855261,0.0815599687855261,0.0815599687855261
2002-06-28,0.0648470294671591,0.00620177974972561,0.0648470294671591,0.0648470294671591,0.0648470294671591
2002-07-31,0.0816852632695295,0.0206997882832239,0.0816852632695295,0.0816852632695295,0.0816852632695295
2002-08-30,0.0846430861562467,0.000629338003820042,0.0846430861562467,0.0846430861562467,0.0846430861562467
2002-09-30,0.148960670934611,0.00441456197409971,0.148960670934611,0.148960670934611,0.148960670934611
2002-10-31,0.102194375947618,0.037900690571631,0.102194375947618,0.102194375947618,0.102194375947618
2002-11-29,0.0826536711035859,0.0204183847819082,0.0826536711035859,0.0826536711035859,0.0826536711035859
2002-12-30,0.0755661984820117,0.00951603375907834,0.0755661984820117,0.0755661984820117,0.0755661984820117
2000-01-31,0.0922509144195121,0.0166895468877429,0.0922509144195121,0.0922509144195121,0.0922509144195121
2000-02-29,0.0920012889601683,0.0355601752377736,0.0920012889601683,0.0920012889601683,0.0920012889601683
