scenario,sharpe,mean_ann,sd_ann,capm_alpha,capm_tstat,ff3_alpha,ff3_tstat,n_months
scenario_a (MVE),0.87892171910767,0.15008122101243,0.170756072753328,0.144768361990199,3.26026148990749,0.137732681306553,3.17269710209926,264
