"month","factor"
2010-01-29,-0.0118237928384403
2010-02-26,0.0020098159890236
2010-03-31,0.0357695529742632
2010-04-30,0.0207047893690772
2010-05-31,-0.0283685431943636
2010-06-30,0.0308296611623348
2010-07-30,0.0259369883730571
2010-08-31,-0.0126893719671195
2010-09-30,0.0218310065968618
2010-10-29,-0.00902274386971978
2010-11-30,0.00480305757163298
2010-12-30,0.0153990484939257
2011-01-31,-0.0091754458960105
2011-02-28,0.00349075291783167
2011-03-31,-0.00341869221927044
2011-04-29,0.0302807984805842
2011-05-31,0.00526856451093421
2011-06-30,-0.00943103742052551
2011-07-29,-0.0216933865764251
2011-08-31,-0.0455405109926157
2011-09-30,-0.017235265911005
2011-10-31,0.0390939345528349
2011-11-30,0.00460135122016463
2011-12-30,0.00358015283759598
2012-01-31,0.0170346402984549
2012-02-29,0.0173125761566657
2012-03-30,-0.010328190779486
2012-04-30,-0.00189006985071111
2012-05-31,-0.028337755022947
2012-06-29,0.0253603901559616
2012-07-31,0.0287446461598111
2012-08-31,-0.0132810851416961
2012-09-28,0.0157685230454447
2012-10-31,-0.00274652823004068
2012-11-30,0.0228458608028346
2012-12-28,0.000546304665239361
2013-01-31,0.0151901335447425
2013-02-28,0.00423614680507801
2013-03-28,0.0126507038801873
2013-04-30,0.00666686908690956
2013-05-31,0.00828628843780708
2013-06-28,-0.0336856102163189
2013-07-31,0.0347923559688215
2013-08-30,-0.0210453316396601
2013-09-30,0.012611428910398
2013-10-31,0.00974359285663808
2013-11-29,0.0116971216137597
2013-12-30,0.0093925335065428
2014-01-31,-0.0168286826969503
2014-02-28,0.0231875994634547
2014-03-31,0.00655663149524695
2014-04-30,0.0200555646273501
2014-05-30,0.0114219487527857
2014-06-30,-0.00960646383196694
2014-07-31,0.00304498557334757
2014-08-29,0.0108180597043394
2014-09-30,0.00629330330632862
2014-10-31,0.00950856446340182
2014-11-28,0.0158209773129873
2014-12-30,0.00417527818807895
2015-01-30,0.0354327359834175
2015-02-27,0.0295720436557165
2015-03-31,0.00398015759874823
2015-04-30,-0.0125583019424733
2015-05-29,0.00527225072615246
2015-06-30,-0.0324765959614625
2015-07-31,0.0304743950834944
2015-08-31,-0.0385343962092355
2015-09-30,-0.0265572912361979
2015-10-30,0.0282151358232268
2015-11-30,0.0127359669202872
2015-12-30,-0.0394254739546988
2016-01-29,-0.0315757823928187
2016-02-29,3.24890701352901e-05
2016-03-31,-0.00599601277700053
2016-04-29,0.00917941283878464
2016-05-31,0.00674594988382033
2016-06-30,-0.0120153912834933
2016-07-29,0.0258772224566519
2016-08-31,-0.00416511303625553
2016-09-30,0.00917822759066103
2016-10-31,-0.01055128110541
2016-11-30,0.00468833762515497
2016-12-30,0.0124618781097537
2017-01-31,0.00351910787142551
2017-02-28,0.0200717385885836
2017-03-31,0.020529367085023
2017-04-28,0.0166216104488083
2017-05-31,0.0102050125842536
2017-06-30,-0.0147054367070869
2017-07-31,-0.02371665373518
2017-08-31,-0.00487477445574796
2017-09-29,0.0344253708054262
2017-10-31,0.0235809494706342
2017-11-30,-0.0171171441957855
2017-12-29,-0.0124078248819291
2018-01-31,0.00489558646783924
2018-02-28,0.0037704976015296
2018-03-29,0.00142653848286356
2018-04-30,0.0184109475128744
2018-05-31,-0.0090581918172257
2018-06-29,-0.00176998117517866
2018-07-31,0.0169833664697014
2018-08-31,0.014676243341421
2018-09-28,0.000972881294979307
2018-10-31,-0.0303927514154498
2018-11-30,-0.0052259972502118
2018-12-28,-0.0301316707581323
2019-01-31,0.0319326516014988
2019-02-28,0.027419633423359
2019-03-29,0.00718551337933812
2019-04-30,0.0314311496724388
2019-05-31,-0.0485278755792007
2019-06-28,0.0458218583207586
2019-07-31,0.00832278052481329
2019-08-30,0.00624476503549473
2019-09-30,0.0124238320298666
2019-10-31,0.0279381820639214
2019-11-29,-0.00343346846459053
2019-12-30,0.00857416070274635
2020-01-31,0.00488087217415509
2020-02-28,-0.0230573363503792
2020-03-31,-0.0466702408129425
2020-04-30,0.0220974286977547
2020-05-29,0.0233971212580711
2020-06-30,0.00940014870959924
2020-07-31,0.00203736568587421
2020-08-31,0.0172115615889908
2020-09-30,0.0167974999894885
2020-10-30,-0.0233031471004705
2020-11-30,0.048492183027714
2020-12-30,-0.0314627691977022
2021-01-29,0.00844912480786491
2021-02-26,0.0155607329066488
2021-03-31,0.0535652037527799
2021-04-30,0.00561570915710156
2021-05-31,0.00737021921560514
2021-06-30,0.00424153508138601
2021-07-30,0.030200655787055
2021-08-31,-0.00850989176994582
2021-09-30,-0.0259299757579404
2021-10-29,0.0201808245082653
2021-11-30,-0.000139626328034112
2021-12-30,-0.00299419775882753
2022-01-31,-0.0125756007924909
2022-02-28,-0.0372525456474844
2022-03-31,0.0108194044668101
2022-04-29,-0.00986758743541371
2022-05-31,0.00191171443532123
2022-06-30,-0.0527845090447232
2022-07-29,0.057489071789425
2022-08-31,-0.0385215390546111
2022-09-30,-0.0225065902486706
2022-10-31,0.0315996126028351
2022-11-30,0.0438480957607997
2022-12-30,0.00138991551900338
