mean_monthly,sd_monthly,sharpe,ann_return,min,p05,median,p95,max
1.19628833507695,4.96904401803521,0.833976181066134,14.3554600209234,-16.2328402294854,-7.05745109335958,1.38898378660485,8.91095476248972,21.8236374832691
