date,leaf_1,leaf_2
2012-11-30,1.12496854281739,3.82326614473923
2012-12-31,3.75382574909948,6.34289520732861
2013-01-31,6.82230991800597,5.49037633011837
2013-02-28,0.0340445304299708,0.956540499967825
2013-03-31,1.50953943813781,-0.56448165846259
2013-04-30,2.07900686470864,0.849164890407228
2013-05-31,-0.260513886605914,-2.27774581662321
2013-06-30,5.99995202889096,4.44896236254852
2013-07-31,1.70804164375039,2.39440776808765
2013-08-31,3.74691084705709,5.75844456205895
2013-09-30,2.36352556155583,2.39241936863353
2013-10-31,1.95080606260144,2.55391567600415
2013-11-30,1.61899329709025,1.40325044140888
2013-12-31,2.7801704278984,2.04643884897202
2014-01-31,5.23283486905148,5.46755054408387
2014-02-28,0.550750684692369,-0.80668483289657
2014-03-31,2.58683876590914,1.78587036219635
2014-04-30,1.2876065004245,3.98912140200927
2014-05-31,-1.17927381068804,-0.33429107538209
2014-06-30,0.996670405243654,-0.700429775344585
2014-07-31,1.06376629184145,-0.8527759150001
2014-08-31,-1.0651155134559,-1.47874285467323
2014-09-30,3.33405592546079,-0.854727333458799
2014-10-31,3.34351134143186,2.2706031729669
2014-11-30,2.00564372025349,1.11739393613515
2014-12-31,4.90668148365759,5.20270249530857
2015-01-31,8.83980072041326,9.51420262678529
2015-02-28,-0.989887677146337,0.775621371049033
2015-03-31,0.504749743118224,2.53243626655321
2015-04-30,-0.667335153833041,2.20567197719628
2015-05-31,-2.45741432424643,-5.18423946550439
2015-06-30,2.10629628099224,5.56852237572555
2015-07-31,-3.07571069547218,-4.20436770019259
2015-08-31,-0.165277623752173,-2.32444923762749
2015-09-30,1.66224400324971,7.14955571161789
2015-10-31,1.35221070813176,5.59922473012299
2015-11-30,1.18776118275976,0.971113797230005
2015-12-31,-1.81861404452283,-6.28942696284072
2016-01-31,1.70117077810503,0.223144631435562
2016-02-29,3.09800487596023,3.99357923076883
2016-03-31,1.02673683844857,0.93592424713817
2016-04-30,1.08917833232392,3.3880035298377
2016-05-31,-1.00230132041974,-3.00674550329389
2016-06-30,4.58311173764534,8.88612307466277
2016-07-31,2.3260812572954,5.02791832302173
2016-08-31,0.833026198437429,2.29943513206095
2016-09-30,-1.26188628247645,-2.16485678523763
2016-10-31,-0.147671279406303,1.30753279454377
2016-11-30,-0.0689657537059754,2.96532082052924
2016-12-31,-0.756857741166462,3.25389343121424
2017-01-31,4.01919584545092,3.80101347871162
2017-02-28,1.78021288447845,-0.432444204987229
2017-03-31,2.47290901136853,4.23957186261932
2017-04-30,2.95400094628849,1.91122652258501
2017-05-31,0.247074347504858,0.314697900982014
2017-06-30,0.877490597509634,-2.14163590421978
2017-07-31,0.509812737745774,-0.923838011552686
2017-08-31,3.075465591723,4.3770821349064
2017-09-30,-0.4945221614498,0.0564056057356708
2017-10-31,-1.54827407127333,-4.12206597641716
2017-11-30,-0.154981287669116,-0.81964226869036
2017-12-31,2.13939507584871,2.65444920451369
2018-01-31,-0.248645900224461,-2.06105560934653
2018-02-28,1.29075944225626,-2.07072324872934
2018-03-31,2.55317921314832,6.09263310209507
2018-04-30,0.942325532024062,1.5965626211577
2018-05-31,1.50390873988362,-0.495983772400679
2018-06-30,5.47638435244116,4.37659768089608
2018-07-31,0.811370706002198,2.17278685359532
2018-08-31,-1.47455544489903,0.665948118457365
2018-09-30,-2.80133665664941,-5.97035086853245
2018-10-31,-0.0178975196451403,-2.87332537409948
2018-11-30,1.03765470391553,-5.43028980749654
2018-12-31,4.94128616642038,6.76301802286141
2019-01-31,3.38421388154408,3.56302715011586
2019-02-28,4.5396937794369,0.957453779304101
2019-03-31,2.40960691655561,4.61105151943949
2019-04-30,1.26947496494042,-1.603781794008
2019-05-31,1.54886759732688,3.64893937117923
2019-06-30,5.76038640819823,1.50446043231212
2019-07-31,1.9343752995635,-2.83323419562703
2019-08-31,1.8831026834169,1.46736010004957
2019-09-30,0.73409742984085,2.77594053393628
2019-10-31,2.38228645736062,4.65302571591938
2019-11-30,3.62861414611096,3.5983767059246
