date,leaf_1,leaf_2
1999-06-30,-1.56554372509214,-2.12620822156525
1999-07-31,2.48077261463502,3.53403684606457
1999-08-31,1.39325238694816,0.872365206440987
1999-09-30,-0.809022519239294,0.0595615572526662
1999-10-31,3.3793297663435,10.1683197376023
1999-11-30,4.36203551384759,13.9692087997292
1999-12-31,2.49031206129475,4.50131327316528
2000-01-31,-1.0726175078354,8.87779001209558
2000-02-29,-0.107552326223984,0.0189916772708329
2000-03-31,1.60368133927262,-3.87619463700094
2000-04-30,3.99223327173477,-3.35604930868247
2000-05-31,1.41926302533437,-6.93205891972213
2000-06-30,0.9760572775518,0.313823724872165
2000-07-31,3.55800939172403,3.41100558859138
2000-08-31,2.49409107569292,-0.890320403898917
2000-09-30,-3.99061223421578,-5.4366314200548
2000-10-31,1.75943622673471,-4.6384671381207
2000-11-30,1.26336087299636,-3.90596514082629
2000-12-31,9.19498104423274,8.48609002483325
2001-01-31,4.56785825091636,-7.61466016572651
2001-02-28,-1.73152654171834,-7.34288479312005
2001-03-31,2.443835297832,5.51345422957112
2001-04-30,4.97577630696568,3.68613178634511
2001-05-31,-0.236483310278116,-7.2394881122517
2001-06-30,-2.9352216137233,-5.34911589705303
2001-07-31,-2.63507568227839,-6.45953437985187
2001-08-31,-5.28942222849799,-13.2773704168507
2001-09-30,4.2574539417631,8.06842690986413
2001-10-31,7.64754126802099,12.1740187552695
2001-11-30,1.82522401746041,0.0846469620147193
2001-12-31,2.97550301420533,0.195069011592954
2002-01-31,4.9723297316819,-0.881826578337553
2002-02-28,3.04048350639032,3.64004452778548
2002-03-31,-0.00900393330193757,-6.0501086021905
2002-04-30,2.28249584282687,-2.77371842345476
2002-05-31,-3.55516286642376,-8.41142019284627
2002-06-30,-4.54035063879588,-6.57735448099173
2002-07-31,-0.859056783333941,-5.78827432381444
2002-08-31,-9.28362125061309,-14.5984895327748
2002-09-30,2.64017753945544,10.4873478908034
2002-10-31,7.35596759625743,12.3151587703262
2002-11-30,0.511727798873361,-10.641665951965
2002-12-31,-4.50892283925395,-2.59719624422
2003-01-31,-0.551983003012895,-2.33647204223378
2003-02-28,-0.247776250404342,-4.5557411052348
2003-03-31,4.33067842456091,8.04058854448949
2003-04-30,3.87745357460204,3.59703182149506
2003-05-31,6.90517897787213,5.97103936129873
2003-06-30,5.5899141894008,4.78892749810834
2003-07-31,2.0036681291675,6.55189070181603
2003-08-31,1.1870926933325,2.00984234996386
2003-09-30,5.63099305837876,6.30928803519381
2003-10-31,5.19206864305715,3.49046483205307
2003-11-30,2.07744912431899,1.78974556375717
2003-12-31,1.46423456083888,11.7583201502083
2004-01-31,3.19198403474108,3.25330490695725
2004-02-29,2.12754222880531,-1.32581206312911
2004-03-31,1.75511768349215,1.36639110311261
2004-04-30,-1.25141869545731,-1.90132306872546
2004-05-31,2.51030105265428,0.546602951686897
2004-06-30,0.865335224209369,-3.32266990481617
2004-07-31,0.561800160055926,-2.4039674311659
2004-08-31,2.72344128019817,6.53854681712967
2004-09-30,2.61883084494874,0.00268963617142729
2004-10-31,6.928690821773,7.24121270950916
2004-11-30,4.14274343259442,4.14438223134741
2004-12-31,3.96610636731553,3.22865744306607
2005-01-31,4.35434365106232,6.39953540259344
2005-02-28,2.00561887923044,4.02149838873569
2005-03-31,-1.55191193595284,-2.45336770459521
2005-04-30,4.10314918186523,2.6478831395067
2005-05-31,5.13656147654765,4.57948514163663
2005-06-30,5.33561175618282,4.12753579776326
2005-07-31,1.14646423121338,2.27500980214172
2005-08-31,3.10819387692148,6.416504162218
2005-09-30,-1.05927985107028,-2.08240061913254
2005-10-31,6.34373438361284,5.16092604709565
2005-11-30,9.6228056036643,8.14742301057925
2005-12-31,3.02832036920097,2.38358026405986
2006-01-31,8.01484812172773,3.76712683643648
2006-02-28,8.75159498025267,5.66992678158732
2006-03-31,0.52126871781159,1.99010584562863
2006-04-30,-7.07426276490465,-8.51919051209087
2006-05-31,0.870883317386345,0.160571485099417
2006-06-30,-0.0830136184595567,-1.74538010430883
2006-07-31,2.13684251059359,2.14222924262956
2006-08-31,2.85464287157897,4.86524568087121
2006-09-30,3.38549074198598,2.12290766700138
2006-10-31,0.0482326497443381,2.16380459655963
2006-11-30,8.74254507930198,9.14824347076541
2006-12-31,4.73468802051899,4.84762184558719
2007-01-31,0.960575289429831,-3.39981420207218
2007-02-28,4.87906352454613,4.51091371863742
2007-03-31,4.17148003979279,4.49824033472592
2007-04-30,2.32795666785106,2.37054074736141
2007-05-31,-2.98364863468282,-2.68027220086663
2007-06-30,-1.2611904362831,-2.08362539966436
2007-07-31,0.183996519295321,-3.81320070035443
2007-08-31,-4.01447276363957,-0.846260707443193
2007-09-30,-1.24082494200312,-1.82455364737807
2007-10-31,-4.92261061865144,-8.16707467761437
2007-11-30,-1.56673525456674,-3.36857291688314
2007-12-31,-5.73775455665823,-7.21332321375482
2008-01-31,9.36352691986381,6.39740403537843
2008-02-29,2.35181229488672,-1.57075348999822
2008-03-31,0.474722278389521,1.46445757828518
2008-04-30,2.19928835361689,1.0967085721933
2008-05-31,-6.48171507695338,-11.373297751191
2008-06-30,0.10169886950679,-0.833002656915525
2008-07-31,1.0047251374961,1.07778362211122
2008-08-31,-7.41933500444749,-12.3353089744113
2008-09-30,-14.2553051110305,-16.3683947341541
2008-10-31,-3.80674588288692,-6.48757095000491
2008-11-30,-6.21854963709568,-3.18753371161285
2008-12-31,6.57188638422323,6.25615987316821
2009-01-31,4.9438143220087,1.48017437694637
2009-02-28,0.200317756012733,1.07006760039909
2009-03-31,10.7643789886381,18.766938998319
2009-04-30,5.46479182484777,6.69327309611747
2009-05-31,-1.37235939615658,-1.22111986547019
2009-06-30,3.65536572378131,3.82614709740788
2009-07-31,5.52182781181799,6.25505280537318
2009-08-31,5.0142031615841,5.98283361884107
2009-09-30,1.92809275818232,2.04796072723996
2009-10-31,2.46261778673018,1.90358827574329
2009-11-30,1.78491376319683,1.37192229344048
2009-12-31,5.34189756021621,5.30138487334499
2010-01-31,3.9708520487888,-0.653394737921011
2010-02-28,6.75512013423763,9.29642131714037
2010-03-31,-0.933999809558277,1.00310334673597
2010-04-30,-4.51322482841337,-6.65201068171904
2010-05-31,1.86002182177143,-2.58365910119947
2010-06-30,2.66038044706291,2.42091921919051
2010-07-31,-0.0760147181439539,-4.21986613350513
2010-08-31,5.33293306582534,9.40104999059243
2010-09-30,1.78397107956907,0.17646070775402
2010-10-31,-1.08846426054793,0.313546309310269
2010-11-30,5.42852741361174,7.18870860333621
2010-12-31,0.0806820216277121,1.28765179099378
2011-01-31,-1.45906444820887,-2.48693628200767
2011-02-28,3.01635907282806,4.66427825898427
2011-03-31,0.250217574423734,3.19799145040282
2011-04-30,-0.220824454581977,-2.94609687714805
2011-05-31,-2.68956920309369,-4.44568597156716
2011-06-30,-1.56116159353152,-4.088339511166
2011-07-31,-3.45049179081241,-9.82282497241998
2011-08-31,-4.39045643779342,-7.78693624621576
2011-09-30,2.67604704772122,6.60798511561495
2011-10-31,-3.42153641760795,-3.98606465387734
2011-11-30,3.33584996647338,1.60943708830184
2011-12-31,5.57057830028037,10.6409714474607
2012-01-31,6.9347333737345,4.95266493184566
2012-02-29,0.111538793369463,0.0529090272576594
2012-03-31,-1.50909945431488,0.203541790183807
2012-04-30,-3.12680057752043,-6.07713580822238
2012-05-31,0.207910730968531,-1.81062782224903
2012-06-30,2.84443347944261,1.09849382975931
2012-07-31,0.00216034286098165,-1.68175482887722
2012-08-31,2.46781941996203,2.33965320700764
2012-09-30,-0.0800252921492487,-3.28669033161788
2012-10-31,0.114734847909621,0.762086496684764
