date,factor
1999-06-30,-0.559196939583598
1999-07-31,0.841175953298673
1999-08-31,0.775660247702957
1999-09-30,-0.604724494654442
1999-10-31,-0.313668497485299
1999-11-30,-0.634938566722148
1999-12-31,0.584441953422381
2000-01-31,-3.20025511011629
2000-02-29,-0.0834112881249189
2000-03-31,2.22315320120662
2000-04-30,3.81881379624985
2000-05-31,2.92201416020001
2000-06-30,0.624444379601492
2000-07-31,1.65830271453211
2000-08-31,2.05691396206964
2000-09-30,-1.42080893086251
2000-10-31,2.54424071655866
2000-11-30,1.98371704771435
2000-12-31,4.37523982331641
2001-01-31,5.39839598946259
2001-02-28,0.742097041108043
2001-03-31,0.274731616715661
2001-04-30,2.61459833725775
2001-05-31,1.8014162881574
2001-06-30,-0.676966848912762
2001-07-31,-0.155946062054248
2001-08-31,-0.228239254715596
2001-09-30,0.897501606713232
2001-10-31,2.24431713448624
2001-11-30,1.30460601584438
2001-12-31,2.11122637468886
2002-01-31,3.85728604538878
2002-02-28,1.21941643313269
2002-03-31,1.64266944866736
2002-04-30,2.41639981907632
2002-05-31,-0.293152696395665
2002-06-30,-1.50973889369737
2002-07-31,0.952961030578667
2002-08-31,-2.77351825201316
2002-09-30,-0.938297723592547
2002-10-31,1.99375066717375
2002-11-30,3.27308090305313
2002-12-31,-2.57184250438209
2003-01-31,0.235390442405563
2003-02-28,1.06163031857134
2003-03-31,0.958354138731175
2003-04-30,1.83995905699139
2003-05-31,3.39520833998481
2003-06-30,2.76071165346557
2003-07-31,-0.328519745910383
2003-08-31,0.315629672309682
2003-09-30,2.37615262754622
2003-10-31,2.82526833279828
2003-11-30,1.02327782583702
2003-12-31,-2.14014504590075
2004-01-31,1.43504155814141
2004-02-29,1.90899597035369
2004-03-31,0.904215353453262
2004-04-30,-0.392002465502703
2004-05-31,1.6770095523512
2004-06-30,1.53518815378834
2004-07-31,1.06396258549437
2004-08-31,0.198685531750999
2004-09-30,1.90422196888144
2004-10-31,3.06607028937693
2004-11-30,1.88372863595722
2004-12-31,2.0048620752589
2005-01-31,1.42290844800303
2005-02-28,0.362667192296943
2005-03-31,-0.46009960685585
2005-04-30,2.2628631134504
2005-05-31,2.48803242493737
2005-06-30,2.75602129092167
2005-07-31,0.21379338958616
2005-08-31,0.511825162792075
2005-09-30,-0.202878855562929
2005-10-31,3.20764121969006
2005-11-30,4.77876063474711
2005-12-31,1.55307260486922
2006-01-31,4.80316088016586
2006-02-28,4.82038500816619
2006-03-31,-0.163315120876243
2006-04-30,-2.82359213290553
2006-05-31,0.589715665854738
2006-06-30,0.415394230209136
2006-07-31,0.970396290468883
2006-08-31,0.750253101763419
2006-09-30,1.88393833210538
2006-10-31,-0.554753846750563
2006-11-30,3.86563628160364
2006-12-31,2.12261470930047
2007-01-31,1.62549543419946
2007-02-28,2.31941879456039
2007-03-31,1.80817249469771
2007-04-30,1.04717782928353
2007-05-31,-1.43970185586664
2007-06-30,-0.349416104404839
2007-07-31,1.17329320399534
2007-08-31,-2.68946946587822
2007-09-30,-0.40522332673653
2007-10-31,-1.35445032198185
2007-11-30,-0.221403394356152
2007-12-31,-2.20737774059749
2008-01-31,5.0672029976157
2008-02-29,2.13890091054943
2008-03-31,-0.0538851263020201
2008-04-30,1.30082172875648
2008-05-31,-1.61455850076847
2008-06-30,0.301047370251903
2008-07-31,0.437047236514222
2008-08-31,-2.03435173519231
2008-09-30,-5.9074902131516
2008-10-31,-1.00058425462067
2008-11-30,-3.6545144909183
2008-12-31,3.07504713228774
2009-01-31,3.19267814852066
2009-02-28,-0.145980759774524
2009-03-31,2.71434004847773
2009-04-30,2.15058498538347
2009-05-31,-0.665394368188142
2009-06-30,1.6159555772893
2009-07-31,2.31152925338992
2009-08-31,2.01648479534329
2009-09-30,0.844247282679111
2009-10-31,1.27241933912958
2009-11-30,0.924381456617875
2009-12-31,2.44061025298752
2010-01-31,3.06653546709744
2010-02-28,2.37957774258882
2010-03-31,-0.9528369696684
2010-04-30,-1.46965661813828
2010-05-31,2.05728048393206
2010-06-30,1.27525228590091
2010-07-31,1.09501354931564
2010-08-31,1.31654824344078
2010-09-30,1.24957054131848
2010-10-31,-0.877226831671655
2010-11-30,1.98915361734282
2010-12-31,-0.292316585464803
2011-01-31,-0.383411151929503
2011-02-28,0.922668922132898
2011-03-31,-0.689741046316664
2011-04-30,0.642457030250872
2011-05-31,-0.744546565452875
2011-06-30,-0.02114553649741
2011-07-31,0.167725210416475
2011-08-31,-1.07098097993563
