date,factor_return
1998-06-30,0.0295801802732815
1998-07-31,-0.0194357228441565
1998-08-31,-0.0137614385652651
1998-09-30,-0.0698656415639378
1998-10-31,-0.00241575891178718
1998-11-30,0.00375586246177924
2003-06-30,0.0873309596113873
2003-07-31,0.0465797747034057
2003-08-31,0.00929401875135122
2003-09-30,0.0409712173970277
2003-10-31,-0.00273147727140922
2003-11-30,0.0367244070246896
2003-12-31,0.0261140482500728
2004-01-31,-0.0201042013561184
2004-02-29,-0.00723014255759652
2004-03-31,-0.0160943764246316
2004-04-30,-0.0391618259754417
2004-05-31,-0.0204582896452493
2004-06-30,-0.0182016920402942
2004-07-31,-0.0149548664737056
2004-08-31,0.0502967138534714
2004-09-30,0.00833306410145896
2004-10-31,-0.00254576480197014
2004-11-30,-0.0024257940950251
2004-12-31,0.0103781185813053
2005-01-31,-0.0244034128747165
2005-02-28,0.0158487951354314
2005-03-31,0.0532077672067944
2005-04-30,0.0187749034795867
2005-05-31,0.00297082568692717
2007-09-30,0.0567543242661056
2007-10-31,0.0530783610600566
2007-11-30,-0.0190641417125733
2007-12-31,0.0258657387108141
2008-01-31,0.000765920094106642
2008-02-29,0.0345110138255405
2008-03-31,0.0167569845454309
2008-04-30,0.0120069620238229
2008-05-31,-0.0320798265286849
2008-06-30,0.0522238529151059
2008-07-31,0.0215546071444726
2008-08-31,0.0361499402306656
2008-09-30,-0.0143295137740337
2008-10-31,-0.00348561468799547
2008-11-30,0.0564550924270063
2008-12-31,-0.0671266112452845
2009-01-31,-0.0445184346919812
2009-02-28,0.0459578352624244
2009-03-31,0.00514345018611376
2009-04-30,-0.0549378193571849
2009-05-31,-0.0347718437168913
2009-06-30,0.179185066353565
2009-07-31,0.0642924222281546
2009-08-31,-0.0167841750441223
2009-09-30,-0.0154438196565781
2009-10-31,0.0579621827183159
2009-11-30,-0.00272739516973666
2009-12-31,0.0216648048507485
1998-12-31,-0.00264045418121714
1999-01-31,0.0454682495699933
1999-02-28,0.0349593785861789
1999-03-31,0.00225787609808228
1999-04-30,-0.00598327971232135
1999-05-31,0.0540143475230245
1999-06-30,0.00523847968764829
1999-07-31,0.0144931922466471
1999-08-31,0.0054582660908631
1999-09-30,-0.00207125959614704
1999-10-31,0.0202502017598939
1999-11-30,0.00831328493123372
1999-12-31,-0.0254069127010566
2000-01-31,0.0156204935734201
2000-02-29,-0.00152716175986943
2000-03-31,-0.0107842303199482
2000-04-30,-0.000501304712573442
2000-05-31,-0.0133574716686682
2000-06-30,0.0167455895911062
2000-07-31,-0.00223105790075797
2000-08-31,-0.0128620146252941
2000-09-30,0.010088739127957
2000-10-31,0.00285405075101579
2000-11-30,-0.00885878064090431
2000-12-31,0.00385005791914765
2001-01-31,0.0192773656376731
2001-02-28,0.032597252986183
2001-03-31,-0.00575663482662018
2001-04-30,0.0103601261666896
2001-05-31,0.0020529318542316
2001-06-30,0.026698436625733
2001-07-31,0.0337332086095692
2001-08-31,0.00523926830412771
2001-09-30,0.0221939217069619
2001-10-31,0.0139332937332464
2001-11-30,0.0102795877590312
2001-12-31,-0.0319590282508326
2002-01-31,0.00452144521862474
2002-02-28,0.0177547793667637
2002-03-31,0.017634569279033
2002-04-30,-0.002603197352454
2002-05-31,0.000446100122258989
2002-06-30,0.0119338833803497
2002-07-31,0.0419987911304122
2002-08-31,0.0231544780172415
2002-09-30,0.00410379618728647
2002-10-31,0.0341246063170827
2002-11-30,0.0208411669281334
2002-12-31,0.00675236599877223
2003-03-31,-0.00920213280080013
2005-06-30,0.020616579368344
2005-07-31,-0.00822199516487318
2005-08-31,-0.0131386982596727
2005-09-30,-0.0186855347503705
2005-10-31,-0.00156806035620608
2005-11-30,-0.0135396989491659
2005-12-31,-0.0570173954116141
2006-01-31,0.00838604691814238
2006-02-28,0.0209467903253008
2006-03-31,0.0374498282727022
2006-04-30,-0.000481086721132097
2006-05-31,-0.0859982287885338
2006-06-30,-0.0292644792258791
2006-07-31,0.0257697583661553
2006-08-31,-0.018855702045494
2006-09-30,-0.0287664370179766
2006-10-31,0.0134401956642519
2006-11-30,-0.000627685036786674
2006-12-31,0.00284334027193099
2007-01-31,0.0590273619077389
2007-02-28,0.00221483716758085
2007-03-31,0.0641543972709592
2007-04-30,0.0336217084549753
2007-05-31,-0.0320687015156262
2007-06-30,0.0448460034342402
2007-07-31,0.0211749097869998
2007-08-31,-0.00729768279030593
2003-01-31,0.014984644609836
2003-02-28,0.00263230517391191
2003-04-30,0.0209165881666415
2003-05-31,0.00197951342254536
