date,F1
1998-06-30,0.0138459193725115
1998-07-31,-0.18010870593814
1998-08-31,-0.106563505387502
1998-09-30,-0.0046667394296708
1998-10-31,0.0798645237903577
1998-11-30,-0.00181450835633971
2007-09-30,0.0179993315427426
2007-10-31,-0.0209726779153449
2007-11-30,0.0160854267297117
2007-12-31,0.0625264223260759
2008-01-31,0.0128816120228835
2008-02-29,-0.00803193912237541
2008-03-31,0.0134567325358252
2008-04-30,0.0745726024171828
2008-05-31,0.00436210396408667
2008-06-30,0.00979745431956652
2008-07-31,0.198832144055915
2008-08-31,0.178292554059187
2008-09-30,0.0866504066286056
2008-10-31,0.118341736661726
2008-11-30,0.0247321029246049
2008-12-31,-0.0679128670478431
2009-01-31,-0.012649119591261
2009-02-28,-0.0906822317592889
2009-03-31,0.0060294545284576
2009-04-30,0.0564645309156497
2009-05-31,-0.0210296844939542
2009-06-30,-0.0934888440550088
2009-07-31,-0.0872137730872964
2009-08-31,-0.0385659056393175
2009-09-30,0.0808641218692967
2009-10-31,-0.0972694017816693
2009-11-30,-0.060078709813403
2009-12-31,0.054839523379968
2010-01-31,0.0197617905237117
2010-02-28,-0.119444146371284
2010-03-31,-0.0700011160952454
2010-04-30,-0.0458255763271664
2010-05-31,-0.144719532909056
2010-06-30,0.113427479630061
2010-07-31,0.169031967011661
2010-08-31,-0.00176163610189109
2010-09-30,-0.00126205080479908
2010-10-31,-0.00666540380005516
2010-11-30,0.020819799600041
2010-12-31,-0.0756652495388554
2011-01-31,-0.0401428765346955
2011-02-28,-0.0971310712369981
2011-03-31,-0.0575537231432093
2011-04-30,-0.0898158825023542
2011-05-31,-0.199689160108354
2011-06-30,0.139543651876715
2011-07-31,0.152185799326628
2011-08-31,-0.109055108176022
2011-09-30,-0.0152187032727321
2011-10-31,-0.00767654111695692
2011-11-30,-0.0368588113575947
2011-12-31,0.0877581541395263
2012-01-31,0.0976299773543678
2012-02-29,0.0775240555895111
2012-03-31,0.0389675788748016
2012-04-30,0.0787728541742083
2012-05-31,0.0571901103678442
2012-06-30,0.0830425256825276
2012-07-31,0.0416280137859619
2012-08-31,0.0202570714272796
2012-09-30,0.153992441967308
2012-10-31,0.0253595413653292
2012-11-30,-0.00113048057815965
2012-12-31,0.000828177470431238
2013-01-31,-0.0223078294526694
2013-02-28,-0.015717401102884
2013-03-31,-0.0295815888767252
2013-04-30,-0.0224908523932234
2013-05-31,0.0619199287967685
2013-06-30,2.03125068508778e-05
2013-07-31,0.0847058488021692
2013-08-31,0.0517085753313668
2013-09-30,0.0345234324098896
2013-10-31,0.0682918308881437
2013-11-30,0.0392923231466694
2013-12-31,-0.0383097136349923
2014-01-31,0.0204400315286755
2014-02-28,0.0576418749877478
2014-03-31,0.0331084027135486
2014-04-30,0.0251915802746923
2014-05-31,0.0593567923653873
2014-06-30,-0.034891000564708
2014-07-31,0.040808937538272
2014-08-31,0.119216407553005
2014-09-30,0.0214468090599153
2014-10-31,0.0174983064852924
2014-11-30,0.0693264686159631
2014-12-31,0.0070794913713408
2015-01-31,-0.0810577559590029
2015-02-28,0.00280179018288069
2015-03-31,-0.00113032671438971
2015-04-30,0.0530921202578297
2015-05-31,0.0380339581090895
2015-06-30,0.0217391583897518
2015-07-31,0.020422912534907
2015-08-31,0.0983910404515018
2015-09-30,0.0528311569472362
2015-10-31,-0.034992115170764
2015-11-30,0.0466520408313967
2015-12-31,0.0404512178420206
2016-01-31,0.0144164720840809
2016-02-29,-0.029772623211038
2016-03-31,-0.0235544764416438
2016-04-30,-0.0592736958156342
2016-05-31,0.0138211864530287
2016-06-30,-0.0174487617090244
2016-07-31,-0.0881715381920344
2016-08-31,-0.0397344607421486
2016-09-30,-0.0646663086168522
2016-10-31,0.0777420649006056
2016-11-30,-0.0338324278849142
2016-12-31,0.00112640946113271
2017-01-31,-0.0146715196215971
2017-02-28,-0.107760343556656
2017-03-31,-0.000553139174782502
2017-04-30,-0.000746920204488465
2017-05-31,-0.116086140991869
2017-06-30,-0.156524895359462
2017-07-31,-0.0391333231438017
2017-08-31,-0.0787035072341089
2017-09-30,0.117186678494105
2017-10-31,0.00539610592403465
2017-11-30,0.0391685492851713
2017-12-31,0.194915162572475
2018-01-31,0.0687947613544883
2018-02-28,-0.00859710457279047
2018-03-31,0.0217825359442753
2018-04-30,0.0478221503561054
2018-05-31,0.0832931831919084
2018-06-30,0.0312307820481307
2018-07-31,0.0383629157942521
2018-08-31,0.0187030116616556
2018-09-30,0.0713822244864964
2018-10-31,-0.00542569938394157
2018-11-30,0.104471935236198
2018-12-31,-0.0114370548331816
2019-01-31,-0.0747352990051475
2019-02-28,-0.037991699112701
2019-03-31,0.00675145533899264
2019-04-30,-0.0518695694475081
2019-05-31,0.0946972394240126
2019-06-30,0.006489897784832
2019-07-31,-0.00633147479087452
2019-08-31,0.0571518234591553
2019-09-30,0.0184987966538575
2019-10-31,-0.0158500397986307
2019-11-30,0.050847907327739
1998-12-31,0.0129193083088663
1999-01-31,-0.0289999206806168
1999-02-28,-0.0400004409550378
1999-03-31,-0.0379719426889693
1999-04-30,-0.0951157130812056
1999-05-31,-0.071019862875327
1999-06-30,0.0546534676997804
1999-07-31,-0.0404346836150306
1999-08-31,0.0181569244222494
1999-09-30,0.11893342901372
1999-10-31,0.0372402248851673
1999-11-30,0.0124777732910797
1999-12-31,-0.00887045258328711
2000-01-31,-0.0524014559150761
2000-02-29,-0.0330101160922144
2000-03-31,0.00165986666269595
2000-04-30,-0.0132463856264597
2000-05-31,0.0193633968707742
2000-06-30,-0.0276836115320037
2000-07-31,0.00430445868581793
2000-08-31,0.0599577227098387
2000-09-30,0.0826015082394998
2000-10-31,0.0715571665457359
2000-11-30,0.0239109815591306
2000-12-31,-0.00827353051181061
2001-01-31,0.00059047101078517
2001-02-28,-0.0219167534843543
2001-03-31,0.036897914328951
2001-04-30,0.0293154398389214
2001-05-31,0.0758905566695042
2001-06-30,0.0406136895795667
2001-07-31,0.027948051213795
2001-08-31,0.0179633535999361
2001-09-30,0.016715050104567
2001-10-31,0.0546219824179413
2001-11-30,-0.015452120296697
2001-12-31,0.00442747501178848
2002-01-31,0.04770083788452
2002-02-28,0.0010599846985525
2002-03-31,0.00644233708393403
2002-04-30,-0.000350330712988548
2002-05-31,-0.0328152449761068
2002-06-30,-0.00906895395534599
2002-07-31,0.023460936252069
2002-08-31,0.0100244257909878
2002-09-30,0.0355268288590145
2002-10-31,0.0883694311955431
2002-11-30,0.0247012356796531
2002-12-31,0.0100979407438604
2003-03-31,0.0160668779998257
2003-06-30,-0.0542254203646223
2003-07-31,0.0500497953228867
2003-08-31,-0.043866679553205
2003-09-30,-0.015563414880573
2003-10-31,0.0645145154161829
2003-11-30,0.063753826640406
2003-12-31,0.0117487643368496
2004-01-31,-0.0424418787746644
2004-02-29,-0.0151210718601414
2004-03-31,0.038364057791915
2004-04-30,0.00862149751459539
2004-05-31,0.0253235780580822
2004-06-30,-0.0321738715512343
2004-07-31,0.0798135152642631
2004-10-31,0.0666240023660934
2004-11-30,0.0193867498119826
2004-12-31,-0.0205636576562341
2005-01-31,0.0229483675046588
2005-02-28,0.0188400622530452
2005-03-31,0.0341416733275825
2005-04-30,0.0322036856605867
2005-05-31,-0.019578967315144
2005-06-30,0.0351624265251081
2005-07-31,0.0134776073003105
2005-08-31,0.00166017591878875
2005-09-30,-0.0141224088133715
2005-10-31,-0.00914550921771509
2005-11-30,0.0512129948892773
