mean_monthly,sd_monthly,sharpe,ann_return,min,p05,median,p95,max
1.13218944954309,5.16298630699575,0.759641623587085,13.5862733945171,-16.3759591080319,-7.49334180430684,1.43487860097025,9.49843541468015,21.1660014003433
