date,factor
1999-06-30,-1.38243698448265
1999-07-31,4.95964970819709
1999-08-31,0.756299674282851
1999-09-30,1.50600378334568
1999-10-31,8.00226499779175
1999-11-30,10.7044340685975
1999-12-31,4.03140783339647
2000-01-31,9.45980708988687
2000-02-29,-2.76755221327799
2000-03-31,-3.60491676888388
2000-04-30,-2.59164862626499
2000-05-31,-3.30009557294508
2000-06-30,-1.01298327840231
2000-07-31,3.94369301488867
2000-08-31,1.14749479790784
2000-09-30,-2.86810715263746
2000-10-31,-2.16564361055929
2000-11-30,-1.78228996674001
2000-12-31,5.90314893328918
2001-01-31,-0.306074532398509
2001-02-28,-3.74976423284401
2001-03-31,6.01535522531217
2001-04-30,4.49164608764769
2001-05-31,-0.529180998231188
2001-06-30,-3.86478559510513
2001-07-31,-2.25369638966644
2001-08-31,-8.02740562654916
2001-09-30,7.90183622107591
2001-10-31,7.96595963033396
2001-11-30,2.14859595356784
2001-12-31,4.13940139074963
2002-01-31,4.33550250035881
2002-02-28,3.64087550656086
2002-03-31,-2.54744065228135
2002-04-30,-0.452219988057424
2002-05-31,-6.58897433825278
2002-06-30,-6.11514067933011
2002-07-31,-1.34848721537644
2002-08-31,-11.3744585506649
2002-09-30,5.58346223486553
2002-10-31,10.5274511954008
2002-11-30,-1.87481976084986
2002-12-31,-3.3014075824513
2003-01-31,-1.24817091649137
2003-02-28,-3.44516803654938
2003-03-31,7.0981865431751
2003-04-30,3.63456215242986
2003-05-31,4.29740162736433
2003-06-30,4.25551161704788
2003-07-31,6.72477224873606
2003-08-31,1.20314771052778
2003-09-30,7.13197631180278
2003-10-31,4.21376847306429
2003-11-30,2.28228588305853
2003-12-31,10.1289812067377
2004-01-31,1.9448378372918
2004-02-29,1.32617349821013
2004-03-31,0.706324532422338
2004-04-30,-0.656982771919764
2004-05-31,0.599774272827789
2004-06-30,-1.90952117573851
2004-07-31,-0.13699403545869
2004-08-31,4.77512902866711
2004-09-30,2.52408966875907
2004-10-31,8.71999078591484
