date,leaf_1,leaf_2,leaf_3,leaf_4,leaf_5,leaf_6
1999-06-30,0.794103128865892,-3.20978242052506,4.44059843652624,-2.23918420014256,-5.21686771262237,-2.88471650402573
1999-07-31,4.29535870496464,2.95288938115329,1.21789347877808,9.61770055391326,4.18526956031074,1.45631386723747
1999-08-31,-0.0434280862943242,-1.10006381191042,2.39095998721611,-1.89913915193992,2.97685651755884,1.87948774162208
1999-09-30,0.864309801193909,1.43273651882919,-5.07862780344303,2.35239001576763,-2.25795767219695,0.0634961893185841
1999-10-31,9.74642949542731,4.94280925221573,7.18307563909616,12.8951913882088,14.6608185927465,9.04175120379933
1999-11-30,12.7579327203971,7.49395409655934,6.9336851692239,19.1403978903442,18.6533013860552,12.3510116132836
1999-12-31,-2.94591520001291,2.43119464499425,14.5208852792355,5.4319886602263,1.93204018871036,6.22524101364005
2000-01-31,7.01161761045076,5.32552586940132,15.7960665588549,12.7473645430439,5.78392027180151,6.88789432379294
2000-02-29,-4.85734747417172,4.37282992916918,2.72916767538321,-2.20179159671138,1.13736939173512,0.828795967499994
2000-03-31,-6.57794856984998,2.40756492067716,-0.500837886607265,-3.18398919543291,-6.17481634468295,-3.82432051928065
2000-04-30,-2.5222393458306,2.36111640205296,-1.83367418900073,-1.55934857778913,-5.04165559259741,-4.9143302551672
2000-05-31,-6.13268512426101,-0.107708661151763,-8.38221485121699,-7.73676068091805,-6.57588162254647,-7.51881320260721
2000-06-30,1.49759709721003,1.38233971088752,-0.170312900415626,3.25412342076676,-0.584607886243572,-1.24172595205143
2000-07-31,-0.0208517507466158,1.36767741676515,-2.72831673036612,7.49306686398445,4.21637441410363,4.25033192148918
2000-08-31,-5.21314444093806,3.67922374832374,3.95724218845507,-1.70026303716706,-2.44881236947454,0.225182136659741
2000-09-30,-0.643474849430522,0.111982773573959,-6.70985027993469,-1.20518566228596,-11.0267435815056,-7.35737216058713
2000-10-31,-4.87354750556734,2.77537451768754,-6.62443422959155,-1.14772194703549,-8.07675688550688,-5.1639153491044
2000-11-30,-0.625925524545795,1.92946736378746,-17.2267335892367,-1.24171626788897,-0.751798605528887,-6.01045451065648
2000-12-31,6.41708159312372,4.03522436282862,22.3274266868991,5.5129896042155,11.5051275738128,8.20606358789999
2001-01-31,-5.44751512065598,3.28002584340472,-9.81867149130958,-4.82426749060958,-14.0397518223225,-7.74354894890287
2001-02-28,-9.75521758658635,-3.48799839919316,-2.1555210356509,-6.44137933339371,-10.3258073108229,-6.82816372092598
2001-03-31,11.5301996710434,5.21157841452786,-4.71025381562079,8.10434493736235,4.42722026141313,4.33810361345375
2001-04-30,2.19125999581881,4.91953968046287,0.646480457024013,5.33373900277348,2.63917707865759,4.3460356754374
2001-05-31,-4.58691243182687,1.24158824240497,-3.01364356542657,-8.52706381484218,-9.6557009377821,-8.79026847978822
2001-06-30,-2.82069638059858,-1.76687810099739,-6.71459009330001,-3.37425214910723,-6.4536013370407,-6.82785650047464
