date,factor
1999-06-30,-1.70520348012407
1999-07-31,1.06780299156228
1999-08-31,1.15393900950416
1999-09-30,1.01381972085134
1999-10-31,1.16478084738325
1999-11-30,-0.99514095203614
1999-12-31,-0.747377475523675
2000-01-31,0.146617191550424
2000-02-29,-1.83055115929899
2000-03-31,-0.191147183074925
2000-04-30,-0.468747763001832
2000-05-31,0.571839606646329
2000-06-30,0.320207929532882
2000-07-31,2.58068119280867
2000-08-31,0.523434076609656
2000-09-30,-1.79755038864693
2000-10-31,-0.732903462181404
2000-11-30,1.10944611860009
2000-12-31,-0.725509602729246
2001-01-31,2.19108803001087
2001-02-28,0.777816662331989
2001-03-31,1.03077329399828
2001-04-30,1.00640647117687
2001-05-31,1.0894064469231
2001-06-30,-0.251581730481311
2001-07-31,0.86089759377824
2001-08-31,0.483089817190037
2001-09-30,-1.76867950944251
2001-10-31,1.60451919817117
2001-11-30,1.57681334153688
2001-12-31,1.70475934090221
2002-01-31,3.4332444245275
2002-02-28,2.37577218424588
2002-03-31,2.0006505881752
2002-04-30,1.43535630337179
2002-05-31,0.145493220532832
2002-06-30,1.68903472312472
2002-07-31,1.8472556758609
2002-08-31,0.428108700557654
2002-09-30,1.55818247844469
2002-10-31,2.64590191684585
2002-11-30,2.86881414692427
2002-12-31,0.0795075345372668
2003-01-31,0.426604873577875
2003-02-28,1.15246030136671
2003-03-31,0.829375874468322
2003-04-30,2.29236360390601
2003-05-31,1.93677372320849
2003-06-30,2.67697629207722
2003-07-31,1.61116415032077
2003-08-31,0.570240591857298
2003-09-30,2.53386898081375
2003-10-31,2.21693048131449
2003-11-30,1.31439694628536
2003-12-31,-0.912922573788212
2004-01-31,0.727008103540166
2004-02-29,-0.854108061839062
2004-03-31,0.350813050520228
2004-04-30,-0.532704656538239
2004-05-31,0.833512119608115
2004-06-30,0.494252738776761
2004-07-31,2.62657920895022
2004-08-31,0.639044017204331
2004-09-30,1.55796677278238
2004-10-31,0.786573104947208
2004-11-30,1.72406068369813
2004-12-31,1.62425066020935
2005-01-31,1.44504209699913
2005-02-28,-0.603133296906754
2005-03-31,1.97590715510601
2005-04-30,1.35599381297935
2005-05-31,2.15393677779605
2005-06-30,1.48630275570943
2005-07-31,0.848102437655438
2005-08-31,0.346385569075348
2005-09-30,1.18614176362796
2005-10-31,2.32369737161374
2005-11-30,2.3395735328289
2005-12-31,1.97791879954098
2006-01-31,2.78804440677426
2006-02-28,0.695735135256978
2006-03-31,1.3605429957656
2006-04-30,-2.09754510217631
2006-05-31,0.526568813045875
2006-06-30,2.1401951198424
