"month","factor"
2010-01-29,-0.00294278413680556
2010-02-26,0.00275029850374272
2010-03-31,0.0343450228103283
2010-04-30,0.00633456894059198
2010-05-31,0.00663691125370263
2010-06-30,0.000946083891332707
2010-07-30,0.0192580007430545
2010-08-31,-0.00814153954925774
2010-09-30,0.015930263739547
2010-10-29,0.0106732385892801
2010-11-30,0.0112647725570353
2010-12-30,0.0106568992408784
2011-01-31,-0.00969432544002011
2011-02-28,0.00403219421900859
2011-03-31,-0.00154433762989831
2011-04-29,0.00676644769010926
2011-05-31,-0.00688986135722433
2011-06-30,-0.00798735768799098
2011-07-29,-0.0134710284818188
2011-08-31,-0.0303180494102113
2011-09-30,-0.0269515851109448
2011-10-31,0.0241123522125468
2011-11-30,-0.00140994393821031
2011-12-30,0.00425128247972479
2012-01-31,0.0121850654266884
2012-02-29,0.0348729921053049
2012-03-30,0.000196982778670803
2012-04-30,0.00988300670863467
2012-05-31,-0.0095784172850521
2012-06-29,-0.00674015751117861
2012-07-31,0.00668078146501748
2012-08-31,-0.00450667186308974
2012-09-28,0.0162349607414158
2012-10-31,0.00117444579100462
2012-11-30,0.0113104722010646
2012-12-28,0.00242913741221428
2013-01-31,-0.00309008458379376
2013-02-28,0.00803835472558255
2013-03-28,-0.00395660403781147
2013-04-30,0.0221896777226089
2013-05-31,0.00999432234494944
2013-06-28,-0.0230874524957254
2013-07-31,0.00630166524560978
2013-08-30,-0.000179604550146147
2013-09-30,0.00627752972891969
2013-10-31,0.00357697481802044
2013-11-29,-0.0131963817954908
2013-12-30,0.0103749669903393
2014-01-31,-0.00712726741276344
2014-02-28,0.0111188068422031
2014-03-31,0.00432318772885775
2014-04-30,0.00920380107331021
2014-05-30,0.0208646739559339
2014-06-30,-0.00723905551556483
2014-07-31,0.000856702226903339
2014-08-29,0.00478561970452291
2014-09-30,-0.00977378698619239
2014-10-31,0.00506486912425861
2014-11-28,0.00804838825760002
2014-12-30,0.0101523354688681
2015-01-30,0.0155168874278627
2015-02-27,0.00316318407154058
2015-03-31,-0.00734654029238344
2015-04-30,0.000316382253241099
2015-05-29,-0.0229331104984646
2015-06-30,-0.0180790076095437
2015-07-31,-0.00554999745913807
2015-08-31,-0.0193152461853016
2015-09-30,-0.005821161170878
2015-10-30,0.0315890361857773
2015-11-30,0.0197044138937855
2015-12-30,0.000201130691354077
2016-01-29,-0.000469776965549912
2016-02-29,0.0141603839710016
2016-03-31,0.00245872095551197
2016-04-29,0.00759092683098273
2016-05-31,0.0132905051983752
2016-06-30,-0.00698476852763015
2016-07-29,0.0124233970525214
2016-08-31,0.00667019169383311
2016-09-30,0.00920347680587498
2016-10-31,-0.00231540232048157
2016-11-30,-0.00140728791546845
2016-12-30,0.0115416860510204
2017-01-31,-0.0115598785812573
2017-02-28,0.00872846783721896
2017-03-31,-0.0159170439247113
2017-04-28,0.00849858427012222
2017-05-31,0.0114769856204953
2017-06-30,-0.00913252825197464
2017-07-31,-0.00253367589509984
2017-08-31,-0.000717369870175871
2017-09-29,-0.000417906370332483
2017-10-31,0.00233328141238295
2017-11-30,0.00419114048578694
2017-12-29,0.0166352286652407
2018-01-31,0.000930206582869176
2018-02-28,0.0100780750842465
2018-03-29,0.00300449831221569
2018-04-30,0.00622545431997723
2018-05-31,0.00747549704282457
2018-06-29,0.00181311102709748
2018-07-31,-0.00469833559702941
2018-08-31,0.0191384187394579
2018-09-28,-0.0133382744026143
2018-10-31,-0.00304785484573436
2018-11-30,0.00167835252141795
2018-12-28,-0.00370675891426491
2019-01-31,0.0268102732763537
2019-02-28,0.0153467713896545
2019-03-29,-0.00757836308749003
2019-04-30,0.0155098119579808
2019-05-31,-0.0149251550559072
2019-06-28,0.0160610126252303
2019-07-31,0.0048353326302006
2019-08-30,0.00166987147255241
2019-09-30,0.00236246857310038
2019-10-31,0.00153276632832828
2019-11-29,0.0102855620473078
2019-12-30,0.00964320008970466
2020-01-31,0.00108797894533248
2020-02-28,-0.0101996214025182
2020-03-31,-0.0327171399057103
2020-04-30,0.0147391750974211
2020-05-29,0.00710613060653062
2020-06-30,-0.0075876606994955
2020-07-31,0.00461444656751647
2020-08-31,0.00200836036916135
2020-09-30,0.0212125158981759
2020-10-30,-0.00917892491488733
2020-11-30,0.0316779906033247
2020-12-30,-0.00167241656137737
2021-01-29,0.01121674798365
2021-02-26,-0.0215938234133444
2021-03-31,0.00857388425446949
2021-04-30,0.002141735959138
2021-05-31,0.00350130449923116
2021-06-30,-0.00540047509239085
2021-07-30,0.00363569977644087
2021-08-31,-0.00561824759426567
2021-09-30,-0.00243247184473545
2021-10-29,0.0240383469556784
2021-11-30,0.00639424980755232
2021-12-30,0.0117746872454694
2022-01-31,-0.00319610671920967
2022-02-28,-0.0129836220329391
2022-03-31,-0.00489187958018533
2022-04-29,-0.018636908676753
2022-05-31,0.00791199574416297
2022-06-30,-0.0543388688718055
2022-07-29,0.0265763074918823
2022-08-31,-0.0106643885400938
2022-09-30,-0.0106643196130083
2022-10-31,0.0132557617817724
2022-11-30,0.0388163520877913
2022-12-30,-0.00977767205966038
