Scenario,19Char_Tree1,27Char_Tree1,Tree1_Diff,Tree1_Pct,19Char_Tree2,27Char_Tree2,Tree2_Diff,Tree2_Pct,19Char_Tree3,27Char_Tree3,Tree3_Diff,Tree3_Pct,19Char_Nodes,27Char_Nodes
A: Full Sample,1.271,1.06661340111534,-0.20438659888465982,-16.080770958667177,1.347,0.748265139285538,-0.598734860714462,-44.449507105750705,1.207,0.426609724494352,-0.780390275505648,-64.65536665332625,7,5
B: Time Split,2.836,2.45927250821159,-0.3767274917884098,-13.283762051777497,1.497,2.13010160733015,0.6331016073301499,42.29135653508015,2.498,1.3084563035665,-1.1895436964335002,-47.61984373232586,19,19
C: Reverse Split,1.152,1.08303519300498,-0.06896480699501994,-5.9865283849843705,0.986,1.13162309369221,0.14562309369221005,14.769076439372217,0.823,0.586881756241316,-0.23611824375868395,-28.6899445636311,7,5
